COUNTY,Year,Housing_Units,Population,Units_Per_Capita,Pop_Growth
Grant,1996,26567,66484,0.39959990373623727,3.720806876862354
Grant,1997,27136,68359,0.3969630919118185,2.820227423139402
Grant,1998,27835,70578,0.3943863526878064,3.2460978071651136
Grant,1999,28494,72718,0.391842459913639,3.0321063220833686
Grant,2000,29081,74698,0.38931430560389835,2.7228471630132844
Grant,2001,29575,75899,0.3896625778995771,1.607807437950146
Grant,2002,29965,76942,0.3894491954979075,1.3741946534209937
Grant,2003,30356,77493,0.3917257042571587,0.7161238335369499
Grant,2004,30947,78979,0.39183833677306623,1.9175925567470609
Grant,2005,31442,80121,0.3924314474357534,1.4459539877689005
Grant,2006,32111,81792,0.3925934076682316,2.0855955367506644
Grant,2007,32987,83729,0.3939734142292396,2.368202269170579
Grant,2008,33928,85983,0.39458962818231513,2.6920182971252493
Grant,2009,34625,87721,0.39471734248355583,2.021329797750718
Grant,2010,35083,89120,0.39366023339317774,1.5948290603162298
Grant,2011,35408,89768,0.3944389983067463,0.7271095152603231
Grant,2012,35736,90404,0.3952922437060307,0.708493004188575
Grant,2013,36029,91166,0.3952021586995152,0.8428830582717579
Grant,2014,36342,91862,0.39561516187324464,0.7634425114626067
Grant,2015,36777,92722,0.39663725976575137,0.9361868890291959
Grant,2016,37128,93434,0.3973714065543592,0.7678868014063545
Grant,2017,37487,94289,0.39757553903424575,0.9150844446347154
Grant,2018,38335,96214,0.3984347392271395,2.0415955201561156
Grant,2019,39088,97734,0.3999427016186793,1.5798116698193612
Grant,2020,38635,99123,0.3897682677077974,1.4212044938301922
Grant,2021,39462,100800,0.39148809523809525,1.6918374141218484
Grant,2022,39957,101800,0.3925049115913556,0.992063492063492
Grant,2023,40592,103300,0.39295256534365924,1.4734774066797642
Grant,2024,41435,105300,0.3934947768281102,1.9361084220716358
Grant,2025,42042,106250,0.3956894117647059,0.9021842355175688
Grays Harbor,1990,29932,64175,0.4664121542656798,
Grays Harbor,1991,30101,64309,0.4680682330622463,0.20880405142189323
Grays Harbor,1992,30363,64636,0.46975369762980385,0.5084824830117092
Grays Harbor,1993,30610,64930,0.4714307716001848,0.4548548796336407
Grays Harbor,1994,30964,65441,0.4731590287434483,0.7870013861081165
Grays Harbor,1995,31256,65820,0.47487085992099665,0.5791476291621461
Grays Harbor,1996,31537,66172,0.47659130750166234,0.5347918565785476
Grays Harbor,1997,31834,66553,0.4783255450543176,0.5757722299462008
Grays Harbor,1998,31955,66568,0.48003545246965507,0.022538428019773713
Grays Harbor,1999,32166,66766,0.4817721594823713,0.29744021151303934
Grays Harbor,2000,32489,67194,0.48351043247909037,0.6410448431836564
Grays Harbor,2001,32698,68709,0.4758910768603822,2.2546655951424235
Grays Harbor,2002,32951,69229,0.47597105259356626,0.7568149732931639
Grays Harbor,2003,33187,69445,0.4778889768881849,0.31200797353710147
Grays Harbor,2004,33554,70069,0.47887082732734876,0.8985528115775073
Grays Harbor,2005,34057,70812,0.48094955657233235,1.0603833364255233
Grays Harbor,2006,34637,71582,0.4838786287055405,1.0873863187030448
Grays Harbor,2007,35051,72038,0.48656264749160166,0.6370316560029058
Grays Harbor,2008,35472,72295,0.4906563386126288,0.3567561564729726
Grays Harbor,2009,35734,72569,0.4924141162204247,0.37900269728196967
Grays Harbor,2010,35166,72797,0.48306935725373296,0.3141837423693312
Grays Harbor,2011,35265,72885,0.48384441243054127,0.12088410236685578
Grays Harbor,2012,35398,73142,0.48396270268792213,0.35261027646292104
Grays Harbor,2013,35515,73272,0.4847008407031335,0.1777364578491154
Grays Harbor,2014,35652,73499,0.4850678240520279,0.3098045638170106
Grays Harbor,2015,35759,73474,0.48668916895772657,-0.03401406821861522
Grays Harbor,2016,35908,73662,0.4874697944666178,0.25587282576149384
Grays Harbor,2017,36116,73910,0.48864835610878093,0.3366729114061524
Grays Harbor,2018,36354,74407,0.4885830634214523,0.6724394533892573
Grays Harbor,2019,36673,75145,0.488029809035864,0.9918421653876651
Grays Harbor,2020,36058,75636,0.4767306573589296,0.6534034200545612
Grays Harbor,2021,36443,76050,0.479197896120973,0.5473584007615422
Grays Harbor,2022,36868,76400,0.482565445026178,0.46022353714661407
Grays Harbor,2023,37298,77000,0.48438961038961037,0.7853403141361256
Grays Harbor,2024,37549,77400,0.48512919896640827,0.5194805194805194
Grays Harbor,2025,37833,77750,0.48659807073954986,0.45219638242894056
Island,1990,25860,60195,0.42960378769000745,
Island,1991,26884,62176,0.432385486361297,3.2909710108813024
Island,1992,27517,63289,0.4347832956753938,1.790079773546063
Island,1993,28107,64303,0.4371024680030481,1.6021741534863878
Island,1994,28618,65139,0.4393374169084573,1.3000948633811797
Island,1995,29316,66378,0.44165235469583297,1.9020863077419057
Island,1996,29875,67308,0.44385511380519405,1.4010666184579228
Island,1997,30573,68536,0.4460867281428738,1.82444880251976
Island,1998,31203,69609,0.4482610007326639,1.565600560289483
Island,1999,31811,70629,0.4503957297993742,1.4653277593414644
Island,2000,32378,71558,0.4524721205176221,1.3153237338770194
Island,2001,32932,72062,0.45699536510227307,0.704323765337209
Island,2002,33668,73151,0.4602534483465708,1.5111986900169299
Island,2003,34328,73630,0.4662230069265245,0.6548099137400719
Island,2004,35151,74549,0.4715153791466016,1.248132554665218
Island,2005,36057,75951,0.4747402930836987,1.880642262136313
Island,2006,36900,77189,0.4780473901721748,1.6299982883701336
Island,2007,37691,78225,0.48182806008309365,1.3421601523533147
Island,2008,38446,78544,0.4894836015481768,0.40779801853627357
Island,2009,38822,78737,0.49305917167278407,0.24572214300264816
Island,2010,40234,78506,0.5124958601890302,-0.2933817646087608
Island,2011,40444,79209,0.5105985430948503,0.895472957480957
Island,2012,40588,79926,0.5078197332532592,0.9052001666477294
Island,2013,40701,80141,0.507867383736165,0.2689988239121187
Island,2014,40877,80810,0.5058408612795446,0.834778702536779
Island,2015,41171,81684,0.5040277165662798,1.0815493132038114
Island,2016,41454,82759,0.5009002042073973,1.3160472063072328
Island,2017,41751,84125,0.496297176820208,1.650575768194396
Island,2018,42165,85072,0.4956389881512131,1.125705794947994
Island,2019,42545,85847,0.49559099327874007,0.9109930411886402
Island,2020,41922,86857,0.48265539910427485,1.1765117010495416
Island,2021,42159,87100,0.48402985074626864,0.2797701969904556
Island,2022,42425,87700,0.48375142531356896,0.6888633754305395
Island,2023,42678,88150,0.4841520136131594,0.5131128848346637
Island,2024,42954,88650,0.4845346869712352,0.5672149744753261
Island,2025,43150,88700,0.48647125140924463,0.05640157924421885
Jefferson,1990,11014,20406,0.5397432127805547,
Jefferson,1991,11409,21144,0.5395856980703746,3.6165833578359305
Jefferson,1992,11836,21940,0.5394712853236099,3.764661369655694
Jefferson,1993,12210,22641,0.5392871339605141,3.1950774840474017
Jefferson,1994,12568,23313,0.5390983571397933,2.968066781502584
Jefferson,1995,12907,23950,0.5389144050104384,2.7323810749367303
Jefferson,1996,13150,24412,0.5386695067999344,1.9290187891440502
Jefferson,1997,13421,24925,0.5384553660982949,2.1014255284286416
Jefferson,1998,13628,25322,0.5381881367980412,1.5927783350050149
Jefferson,1999,13916,25865,0.5380243572395128,2.1443803806966275
Jefferson,2000,14144,26299,0.5378151260504201,1.6779431664411366
Jefferson,2001,14411,26665,0.5404462778923683,1.3916878968782083
Jefferson,2002,14690,27143,0.5412076778543271,1.792612038252391
Jefferson,2003,14919,27343,0.5456241085469773,0.7368382271672255
Jefferson,2004,15177,27738,0.5471555267142548,1.44461105218886
Jefferson,2005,15579,28356,0.5494075327972916,2.227990482370755
Jefferson,2006,15914,28847,0.5516691510382362,1.731555931725208
Jefferson,2007,16219,29244,0.5546094925454794,1.3762262973619441
Jefferson,2008,16506,29634,0.5569953431868799,1.333606893721789
Jefferson,2009,16649,29773,0.559197931011319,0.4690558142673955
Jefferson,2010,17767,29872,0.5947710230316015,0.33251603802102575
Jefferson,2011,17887,30184,0.5925987278028094,1.0444563470808785
Jefferson,2012,17965,30424,0.5904877728109388,0.7951232441028359
Jefferson,2013,18033,30592,0.5894678347280334,0.5521956350249803
Jefferson,2014,18143,30983,0.5855791885872899,1.2781119246861925
Jefferson,2015,18251,31266,0.5837331286381373,0.9134041248426557
Jefferson,2016,18382,31705,0.5797823687115596,1.4040811104714386
Jefferson,2017,18487,32000,0.57771875,0.9304526099984229
Jefferson,2018,18617,32315,0.5761101655577905,0.984375
Jefferson,2019,18737,32683,0.5732949851604809,1.1387900355871887
Jefferson,2020,19087,32977,0.5787973436031173,0.8995502248875562
Jefferson,2021,19244,33100,0.5813897280966768,0.3729872335263972
Jefferson,2022,19430,33350,0.5826086956521739,0.7552870090634441
Jefferson,2023,19481,33425,0.58282722513089,0.22488755622188905
Jefferson,2024,19656,33700,0.5832640949554896,0.8227374719521316
Jefferson,2025,19775,33825,0.5846267553584626,0.370919881305638
King,1990,647339,1507305,0.4294678250254593,
King,1991,665496,1549991,0.42935475109210314,2.831941776879928
King,1992,674144,1570997,0.42911857883878834,1.355233675550374
King,1993,682173,1590603,0.4288769730724763,1.2479972908923442
King,1994,689899,1609529,0.42863409109124473,1.1898632153969282
King,1995,696213,1625241,0.42837523788779636,0.9761862010563338
King,1996,702215,1640249,0.4281148776801571,0.9234322786589804
King,1997,709896,1659106,0.42787862861083015,1.149642523787547
King,1998,721201,1686266,0.4276911234645068,1.637026205679444
King,1999,731928,1712122,0.42749757318695747,1.5333286681935117
King,2000,742239,1737046,0.4272995648935031,1.455737383200496
King,2001,752799,1755487,0.4288263029005626,1.0616299165364649
King,2002,763615,1777514,0.42959717898143135,1.2547515304869816
King,2003,773301,1788082,0.43247513257221987,0.5945382146075924
King,2004,783675,1800783,0.435185694223013,0.7103141802221599
King,2005,793869,1814999,0.43739362941797766,0.7894343738251639
King,2006,802970,1845209,0.43516479705009026,1.66446372697726
King,2007,812679,1871098,0.4343326752527126,1.4030388969488008
King,2008,821967,1891125,0.4346444576640888,1.0703341032912226
King,2009,832337,1909205,0.43595999381941697,0.9560446823980434
King,2010,851261,1931249,0.4407826230589634,1.154616712191724
King,2011,857258,1945686,0.4405942171552861,0.7475473126458577
King,2012,862221,1956755,0.44063819946799676,0.5688996066168951
King,2013,870086,1983550,0.43865090368279097,1.36935896420349
King,2014,880304,2021027,0.4355726073921823,1.889390234680245
King,2015,894045,2061981,0.433585469507236,2.0263954910053155
King,2016,907354,2118958,0.4282076379050458,2.763216537882745
King,2017,922163,2149910,0.428930978506077,1.4607179566560544
King,2018,937249,2187460,0.428464520494089,1.7465847407565898
King,2019,956082,2227755,0.4291683780307978,1.8420908268036902
King,2020,969234,2269675,0.42703646997918204,1.8817150000785543
King,2021,984458,2287050,0.43044883146411317,0.7655281042439996
King,2022,1002064,2317700,0.43235276351555424,1.3401543473032946
King,2023,1020452,2347800,0.4346417923162109,1.2987012987012987
King,2024,1040626,2378100,0.43758714940498716,1.290569895221058
King,2025,1060799,2411700,0.43985528880043123,1.4128926453891764
Kitsap,1990,74038,189731,0.39022616230347174,
Kitsap,1991,77067,196926,0.39135005027269126,3.79221107778908
Kitsap,1992,79294,202113,0.39232508547198847,2.6339843392949636
Kitsap,1993,81805,207976,0.39333865446013,2.9008524934071533
Kitsap,1994,83752,212429,0.39425878764198863,2.1411124360503133
Kitsap,1995,86289,218308,0.39526265643036446,2.7675129101958773
Kitsap,1996,87880,221849,0.39612529242863387,1.6220202649467725
Kitsap,1997,89421,225251,0.39698380917287823,1.5334754720553168
Kitsap,1998,90363,227179,0.39776123673402913,0.8559340469076718
Kitsap,1999,91499,229569,0.398568622070053,1.052033858763354
Kitsap,2000,92644,231969,0.3993809517651065,1.0454373194987128
Kitsap,2001,93708,233918,0.4006019203310562,0.8401984747962012
Kitsap,2002,95179,236656,0.4021829152863228,1.170495643772604
Kitsap,2003,96564,239443,0.4032859594976675,1.177658711378541
Kitsap,2004,97895,240777,0.4065795320981655,0.5571263306924822
Kitsap,2005,99414,239819,0.41453763046297415,-0.39787853490989583
Kitsap,2006,101091,244049,0.414224192682617,1.7638302219590607
Kitsap,2007,102872,247476,0.41568475326900384,1.404226200476134
Kitsap,2008,104466,249905,0.41802284868249934,0.9815093180752882
Kitsap,2009,105226,251249,0.41881161716066534,0.5378043656589504
Kitsap,2010,107367,251133,0.42753043208180525,-0.04616933798741488
Kitsap,2011,107364,250422,0.42873229987780626,-0.28311691414509443
Kitsap,2012,107858,252907,0.42647297227834735,0.992324955475158
Kitsap,2013,108449,253217,0.42828483079730034,0.12257470137244125
Kitsap,2014,109136,255971,0.42636079868422594,1.0876047026858386
Kitsap,2015,109474,259034,0.4226240570735888,1.1966199296014002
Kitsap,2016,110385,263471,0.41896451601884077,1.7129025533327673
Kitsap,2017,111145,265268,0.4189913596815296,0.6820484986962512
Kitsap,2018,112344,269280,0.4172014260249554,1.512432709561651
Kitsap,2019,113145,272342,0.41545189504373176,1.137106357694593
Kitsap,2020,113248,275611,0.41089796851359345,1.2003289980979797
Kitsap,2021,114252,277700,0.411422398271516,0.7579523313655842
Kitsap,2022,115403,280900,0.4108330366678533,1.1523226503420958
Kitsap,2023,116977,283200,0.41305437853107346,0.8187967248131008
Kitsap,2024,118752,286100,0.4150716532680881,1.024011299435028
Kitsap,2025,120648,288900,0.4176116303219107,0.9786787836420832
Kittitas,1990,13215,26725,0.49448082319925163,
Kittitas,1991,13449,27203,0.4943940006616917,1.7885874649204863
Kittitas,1992,13683,27684,0.49425661031642826,1.768187332279528
Kittitas,1993,13986,28295,0.494292277787595,2.207051004190146
Kittitas,1994,14304,28938,0.4942981546755132,2.2724863050008834
Kittitas,1995,14733,29791,0.4945453324829647,2.947681249568042
Kittitas,1996,15014,30372,0.49433688924008956,1.9502534322446377
Kittitas,1997,15313,30989,0.4941430830294621,2.0314763598050836
Kittitas,1998,15737,31845,0.49417490971895117,2.7622704830746394
Kittitas,1999,16272,32916,0.4943492526430915,3.3631653320772488
Kittitas,2000,16475,33362,0.4938253102331994,1.354964151172682
Kittitas,2001,16766,33936,0.49404761904761907,1.7205203524968526
Kittitas,2002,16969,34507,0.4917552960268931,1.6825789721829327
Kittitas,2003,17332,35474,0.4885831876867565,2.802329962036688
Kittitas,2004,17700,36773,0.4813314116335355,3.6618368382477304
Kittitas,2005,18085,37660,0.4802177376526819,2.4120958311804856
Kittitas,2006,18565,38175,0.4863130320890635,1.367498672331386
Kittitas,2007,19190,39134,0.4903664332805233,2.5121152586771447
Kittitas,2008,19687,40142,0.4904339594439739,2.57576531915981
Kittitas,2009,20010,40710,0.4915254237288136,1.4149768322455283
Kittitas,2010,21900,40915,0.5352560185750947,0.5035617784328175
Kittitas,2011,22099,41271,0.535460735140898,0.8700965416106562
Kittitas,2012,22238,41410,0.5370200434677614,0.3367982360495263
Kittitas,2013,22428,41444,0.5411639803107808,0.08210577155276504
Kittitas,2014,22723,42088,0.539892605968447,1.553904063314352
Kittitas,2015,23044,42381,0.5437342205233477,0.6961604257745676
Kittitas,2016,23337,43263,0.5394216767214479,2.0811212571671267
Kittitas,2017,23625,43919,0.5379220838361529,1.5163072371310358
Kittitas,2018,23903,44395,0.5384164883432819,1.0838133837291377
Kittitas,2019,24348,45180,0.5389110225763613,1.7682171415699968
Kittitas,2020,23743,46468,0.5109537746406129,2.850818946436476
Kittitas,2021,24217,45225,0.535478164731896,-2.6749591116467246
Kittitas,2022,24753,47200,0.524427966101695,4.367053620784964
Kittitas,2023,24807,47300,0.52446088794926,0.211864406779661
Kittitas,2024,25606,48600,0.5268724279835391,2.748414376321353
Kittitas,2025,25769,48950,0.5264351378958121,0.720164609053498
Klickitat,1990,7213,16616,0.43409966297544533,
Klickitat,1991,7306,16770,0.4356589147286822,0.9268175252768416
Klickitat,1992,7371,16858,0.43724047929766285,0.5247465712581991
Klickitat,1993,7490,17067,0.4388586160426554,1.239767469450706
Klickitat,1994,7618,17295,0.440474125469789,1.335911407980313
Klickitat,1995,7783,17603,0.4421405442254161,1.7808615206707141
Klickitat,1996,7956,17926,0.44382461229499054,1.83491450320968
Klickitat,1997,8128,18244,0.4455163341372506,1.7739596117371415
Klickitat,1998,8306,18573,0.44720831314273407,1.8033326024994518
Klickitat,1999,8482,18894,0.4489255848417487,1.728315296397997
Klickitat,2000,8633,19161,0.4505505975679766,1.4131470308034295
Klickitat,2001,8772,19284,0.4548848786558805,0.6419289181149209
Klickitat,2002,8935,19364,0.46142325965709563,0.41485169052063886
Klickitat,2003,9120,19463,0.4685814108821867,0.5112580045445155
Klickitat,2004,9299,19652,0.4731833910034602,0.9710733186045317
Klickitat,2005,9478,19753,0.4798258492380904,0.513942601261958
Klickitat,2006,9669,19979,0.48395815606386705,1.1441300055687744
Klickitat,2007,9827,20108,0.48871096081161725,0.645677961859953
Klickitat,2008,9985,20216,0.4939157103284527,0.5370996618261389
Klickitat,2009,10091,20256,0.49817338072669826,0.19786307874950534
Klickitat,2010,9786,20318,0.48164189388719364,0.3060821484992101
Klickitat,2011,9866,20530,0.4805650267900633,1.0434097844276011
Klickitat,2012,9952,20677,0.48130773323015913,0.7160253287871408
Klickitat,2013,10034,20805,0.4822879115597212,0.6190453160516516
Klickitat,2014,10152,21031,0.48271599068042415,1.086277337178563
Klickitat,2015,10285,21210,0.48491277699198493,0.8511245304550425
Klickitat,2016,10430,21496,0.48520655005582436,1.3484205563413483
Klickitat,2017,10592,21804,0.4857824252430747,1.4328247115742463
Klickitat,2018,10738,22087,0.4861683343143025,1.2979269858741516
Klickitat,2019,10920,22443,0.48656596711669564,1.611807850771947
Klickitat,2020,10533,22735,0.46329447987684186,1.3010738314842043
Klickitat,2021,10689,23000,0.4647391304347826,1.165603694743787
Klickitat,2022,10868,23150,0.4694600431965443,0.6521739130434783
Klickitat,2023,11032,23250,0.474494623655914,0.4319654427645789
Klickitat,2024,11171,23450,0.4763752665245203,0.8602150537634409
Klickitat,2025,11264,23600,0.47728813559322036,0.6396588486140725
Lewis,1990,25487,59358,0.4293776744499478,
Lewis,1991,25761,59975,0.42952897040433513,1.0394555072610263
Lewis,1992,26066,60662,0.4296923939204115,1.1454772822009172
Lewis,1993,26447,61523,0.42987175527851373,1.4193399492268637
Lewis,1994,26860,62456,0.43006276418598693,1.5165060221380622
Lewis,1995,27468,63835,0.430296859089841,2.207954399897528
Lewis,1996,28002,65043,0.43051519763848534,1.8923787890655595
Lewis,1997,28506,66182,0.43072134417213137,1.7511492397337145
Lewis,1998,28922,67119,0.4309063007494152,1.4157928137560063
Lewis,1999,29240,67830,0.43107769423558895,1.0593125642515533
Lewis,2000,29585,68600,0.431268221574344,1.1351909184726523
Lewis,2001,30052,69372,0.43320071498587326,1.1253644314868805
Lewis,2002,30453,70098,0.4344346486347685,1.0465317419131637
Lewis,2003,30890,70395,0.43880957454364655,0.42369254472310197
Lewis,2004,31374,71063,0.44149557434952086,0.948931032033525
Lewis,2005,31964,71771,0.44536093965529255,0.9962990585818219
Lewis,2006,32583,73041,0.44609192097589023,1.769516935809728
Lewis,2007,33224,74026,0.44881528111744523,1.3485576593967772
Lewis,2008,33865,74843,0.45248052590088583,1.1036662794153405
Lewis,2009,34232,75305,0.45457804926631695,0.6172921983351817
Lewis,2010,34050,75455,0.45126234179312175,0.1991899608259744
Lewis,2011,34316,76299,0.44975687754754323,1.1185474786296468
Lewis,2012,34439,76765,0.4486289324561975,0.6107550557674413
Lewis,2013,34482,76966,0.448016007068056,0.26183807724874614
Lewis,2014,34706,77563,0.44745561672446915,0.7756671777148352
Lewis,2015,34779,78006,0.44585031920621493,0.5711486146745226
Lewis,2016,34900,78556,0.44426905646927034,0.7050739686690767
Lewis,2017,35173,79477,0.44255570794066207,1.1724120372727735
Lewis,2018,35342,80250,0.440398753894081,0.9726084275954049
Lewis,2019,35610,81151,0.4388115981318776,1.1227414330218068
Lewis,2020,35412,82149,0.431070372128693,1.2298061638180675
Lewis,2021,35788,82700,0.43274486094316805,0.6707324495733363
Lewis,2022,36166,83400,0.4336450839328537,0.8464328899637243
Lewis,2023,36613,84075,0.43548022598870056,0.8093525179856115
Lewis,2024,37099,84950,0.436715715126545,1.0407374368123699
Lewis,2025,37482,85550,0.43812974868497956,0.7062978222483813
Lincoln,1990,4607,8864,0.5197427797833934,
Lincoln,1991,4646,8939,0.5197449379125182,0.8461191335740073
Lincoln,1992,4664,8973,0.5197815669229912,0.38035574449043513
Lincoln,1993,4697,9036,0.519809650287738,0.7021063189568706
Lincoln,1994,4773,9181,0.5198780089314889,1.6046923417441346
Lincoln,1995,4851,9330,0.519935691318328,1.6229168935845768
Lincoln,1996,4925,9471,0.5200084468377151,1.5112540192926045
Lincoln,1997,5005,9623,0.5201080744050712,1.6048991658747755
Lincoln,1998,5118,9838,0.5202276885545842,2.234230489452354
Lincoln,1999,5214,10020,0.5203592814371257,1.8499695059971537
Lincoln,2000,5298,10184,0.5202278083267872,1.6367265469061876
Lincoln,2001,5345,10319,0.5179765481151274,1.3256087981146898
Lincoln,2002,5389,10277,0.5243748175537608,-0.4070161837387344
Lincoln,2003,5451,10155,0.5367799113737075,-1.1871168628977329
Lincoln,2004,5505,10305,0.5342066957787481,1.4771048744460855
Lincoln,2005,5572,10367,0.537474679270763,0.6016496846191169
Lincoln,2006,5660,10435,0.5424053665548635,0.655927462139481
Lincoln,2007,5738,10536,0.5446089597570235,0.967896502156205
Lincoln,2008,5827,10629,0.5482171417819174,0.8826879271070615
Lincoln,2009,5846,10624,0.5502635542168675,-0.04704111393357795
Lincoln,2010,5776,10570,0.5464522232734154,-0.5082831325301205
Lincoln,2011,5813,10598,0.5484997169277223,0.26490066225165565
Lincoln,2012,5838,10612,0.5501319261213721,0.13210039630118892
Lincoln,2013,5864,10576,0.5544629349470499,-0.3392385978137957
Lincoln,2014,5908,10569,0.5589932822405147,-0.0661875945537065
Lincoln,2015,5951,10610,0.5608859566446749,0.38792695619263884
Lincoln,2016,6005,10636,0.5645919518616022,0.24505183788878418
Lincoln,2017,6065,10694,0.5671404525902375,0.5453177886423468
Lincoln,2018,6125,10769,0.5687621877611663,0.7013278473910604
Lincoln,2019,6198,10850,0.5712442396313364,0.7521589748351751
Lincoln,2020,5732,10876,0.5270319970577418,0.23963133640552994
Lincoln,2021,5767,10900,0.5290825688073395,0.2206693637366679
Lincoln,2022,5900,11050,0.5339366515837104,1.3761467889908259
Lincoln,2023,5954,11125,0.535191011235955,0.6787330316742082
Lincoln,2024,6044,11300,0.5348672566371682,1.5730337078651686
Lincoln,2025,6098,11250,0.5420444444444444,-0.4424778761061947
Mason,1990,22292,38341,0.5814141519522182,
Mason,1991,22662,39473,0.5741139513084893,2.9524529876633365
Mason,1992,22975,40524,0.5669479814430954,2.6625794847110686
Mason,1993,23351,41693,0.560070035737414,2.884710295133748
Mason,1994,23751,42918,0.5534041660841605,2.938143093564867
Mason,1995,24134,44128,0.5469089920232052,2.8193298848967796
Mason,1996,24465,45261,0.5405315834824683,2.5675308194343724
Mason,1997,24765,46350,0.5343042071197411,2.40604493935176
Mason,1998,25049,47421,0.5282258914826764,2.3106796116504853
Mason,1999,25282,48410,0.5222474695310886,2.0855739018578268
Mason,2000,25515,49405,0.5164457038761259,2.055360462714315
Mason,2001,25875,49979,0.5177174413253567,1.161825726141079
Mason,2002,26281,50981,0.5155057766618937,2.0048420336541346
Mason,2003,26765,51963,0.5150780362950561,1.9262078029069656
Mason,2004,27332,53233,0.5134409107132794,2.4440467255547214
Mason,2005,27975,54739,0.5110615831491259,2.8290721920613153
Mason,2006,28798,56214,0.5122923115238197,2.6946053088291713
Mason,2007,29640,58066,0.5104536217407777,3.2945529583377806
Mason,2008,30306,59536,0.5090365493147003,2.5316019701718733
Mason,2009,30618,60237,0.5082922456297624,1.1774388605213653
Mason,2010,32518,60699,0.5357254649994234,0.7669704666567061
Mason,2011,32697,61235,0.533959336980485,0.8830458491902667
Mason,2012,32810,61611,0.5325347746343997,0.6140279252061729
Mason,2013,32905,61956,0.5311027180579766,0.5599649413254127
Mason,2014,33072,62366,0.5302889394862585,0.6617599586803538
Mason,2015,33210,62545,0.5309776960588376,0.28701536093384217
Mason,2016,33386,63125,0.5288871287128712,0.927332320729075
Mason,2017,33744,63889,0.5281660379721079,1.2102970297029703
Mason,2018,33990,64658,0.5256890098673018,1.2036500806085555
Mason,2019,34267,65082,0.5265203896622722,0.6557579881839833
Mason,2020,33269,65726,0.5061771597237015,0.989520912080145
Mason,2021,33581,65750,0.5107376425855513,0.036515229893801536
Mason,2022,33749,66200,0.5098036253776435,0.6844106463878328
Mason,2023,34159,67000,0.5098358208955224,1.2084592145015105
Mason,2024,34603,67475,0.5128269729529455,0.7089552238805971
Mason,2025,34683,67800,0.5115486725663717,0.48165987402741756
Okanogan,1990,16629,33350,0.4986206896551724,
Okanogan,1991,16811,33834,0.4968670568067624,1.4512743628185907
Okanogan,1992,17028,34388,0.4951727346748866,1.6374061594845422
Okanogan,1993,17274,35004,0.4934864586904354,1.7913225543794349
Okanogan,1994,17564,35709,0.4918647959898065,2.014055536510113
Okanogan,1995,17996,36702,0.4903275025884148,2.7808115601108963
Okanogan,1996,18329,37501,0.48876029972534063,2.176993079396218
Okanogan,1997,18628,38236,0.4871848519719636,1.959947734727074
Okanogan,1998,18756,38629,0.485541950348184,1.0278271785751647
Okanogan,1999,18905,39066,0.48392464035222443,1.1312744311268736
Okanogan,2000,19085,39564,0.482382974421191,1.2747657809860238
Okanogan,2001,19300,39828,0.48458370995279704,0.6672732787382469
Okanogan,2002,19477,39992,0.4870224044808962,0.41177061363864614
Okanogan,2003,19685,39994,0.49219882982447366,0.005001000200040008
Okanogan,2004,19893,40160,0.495343625498008,0.41506225933890084
Okanogan,2005,20133,40267,0.49998758288424766,0.26643426294820716
Okanogan,2006,20474,40656,0.5035911058638332,0.9660516055330668
Okanogan,2007,20571,40428,0.5088305135054912,-0.5608028335301062
Okanogan,2008,20797,40589,0.5123802015324349,0.3982388443652914
Okanogan,2009,21112,40968,0.5153290372974029,0.9337505235408609
Okanogan,2010,22245,41120,0.5409776264591439,0.3710212849052919
Okanogan,2011,22405,41274,0.5428356834811261,0.3745136186770428
Okanogan,2012,22551,41324,0.5457119349530539,0.12114163880408975
Okanogan,2013,22656,41396,0.5472992559667601,0.17423289129803504
Okanogan,2014,22800,41547,0.5487760849158784,0.3647695429510098
Okanogan,2015,22936,41625,0.551015015015015,0.18773918694490577
Okanogan,2016,23075,41795,0.552099533437014,0.4084084084084084
Okanogan,2017,23221,41838,0.5550217505616903,0.10288311999042947
Okanogan,2018,23361,41928,0.5571694333142531,0.21511544528897175
Okanogan,2019,23500,41996,0.5595771025811982,0.16218278954398013
Okanogan,2020,21720,42104,0.5158654759642789,0.25716734927135915
Okanogan,2021,21887,42350,0.5168122786304604,0.5842675280258408
Okanogan,2022,22098,42700,0.5175175644028103,0.8264462809917356
Okanogan,2023,22309,43000,0.5188139534883721,0.702576112412178
Okanogan,2024,22448,43200,0.5196296296296297,0.46511627906976744
Okanogan,2025,22573,43400,0.5201152073732719,0.4629629629629629
Pacific,1990,12404,18882,0.6569219362355683,
Pacific,1991,12514,19024,0.6578006728343145,0.7520389789217244
Pacific,1992,12662,19221,0.6587586493938921,1.035534062237174
Pacific,1993,12831,19449,0.6597254357550517,1.1862025909161853
Pacific,1994,13016,19700,0.6607106598984771,1.2905547843076763
Pacific,1995,13228,19990,0.6617308654327163,1.4720812182741116
Pacific,1996,13414,20240,0.6627470355731225,1.250625312656328
Pacific,1997,13553,20420,0.6637120470127326,0.8893280632411068
Pacific,1998,13730,20655,0.6647300895666909,1.1508325171400589
Pacific,1999,13862,20823,0.6657061902703741,0.8133623819898329
Pacific,2000,13991,20984,0.6667460922607701,0.7731834990155116
Pacific,2001,14114,20950,0.6736992840095465,-0.16202821197102554
Pacific,2002,14200,20873,0.6803046998514828,-0.36754176610978523
