COUNTY,Year,Housing_Units,Population,Units_Per_Capita,Pop_Growth
Pacific,2003,14284,20661,0.6913508542664925,-1.0156661716092559
Pacific,2004,14430,20662,0.6983835059529572,0.00484003678427956
Pacific,2005,14602,20675,0.7062636033857316,0.06291743296873488
Pacific,2006,14882,20905,0.7118871083472853,1.1124546553808947
Pacific,2007,14933,20790,0.7182780182780183,-0.5501076297536475
Pacific,2008,15101,20751,0.7277239651101152,-0.18759018759018758
Pacific,2009,15276,20888,0.7313289927230946,0.6602091465471543
Pacific,2010,15547,20920,0.7431644359464628,0.15319800842589046
Pacific,2011,15604,21123,0.7387208256402973,0.9703632887189293
Pacific,2012,15660,21351,0.7334551074891106,1.0793921317994604
Pacific,2013,15707,21563,0.7284236887260586,0.9929277317221676
Pacific,2014,15776,21771,0.7246336870148362,0.9646153132680981
Pacific,2015,15818,21981,0.7196214912879305,0.964585917045611
Pacific,2016,15883,22236,0.7142921388738982,1.160092807424594
Pacific,2017,15973,22479,0.7105743138039948,1.0928224500809498
Pacific,2018,16053,22738,0.7059987685812297,1.1521864851639307
Pacific,2019,16131,22958,0.7026308911926126,0.967543319553171
Pacific,2020,16034,23365,0.6862401027177402,1.7728025089293493
Pacific,2021,16130,23425,0.6885805763073639,0.25679435052428845
Pacific,2022,16284,23600,0.69,0.7470651013874066
Pacific,2023,16428,23775,0.6909779179810726,0.7415254237288136
Pacific,2024,16575,23950,0.6920668058455115,0.7360672975814931
Pacific,2025,16682,23950,0.6965344467640918,0.0
Pend Oreille,1990,5404,8915,0.6061693774537297,
Pend Oreille,1991,5505,9154,0.6013764474546647,2.680874929893438
Pend Oreille,1992,5580,9353,0.5966000213835133,2.1739130434782608
Pend Oreille,1993,5700,9627,0.5920847616079775,2.929541323639474
Pend Oreille,1994,5828,9918,0.5876184714660214,3.022748519788096
Pend Oreille,1995,5989,10267,0.583325216713743,3.518854607783827
Pend Oreille,1996,6127,10579,0.5791662728046129,3.038862374598227
Pend Oreille,1997,6243,10857,0.5750207239568942,2.627847622648644
Pend Oreille,1998,6365,11146,0.5710568813924278,2.6618771299622366
Pend Oreille,1999,6482,11429,0.5671537317350599,2.539027453795083
Pend Oreille,2000,6608,11732,0.5632458233890215,2.6511505818531806
Pend Oreille,2001,6718,11913,0.5639217661378326,1.5427889532901466
Pend Oreille,2002,6809,12013,0.5668026304836428,0.8394191219675985
Pend Oreille,2003,6914,12123,0.5703208776705436,0.9156746857570964
Pend Oreille,2004,7003,12191,0.5744401607743417,0.5609172647034563
Pend Oreille,2005,7126,12337,0.5776120612790792,1.1976047904191618
Pend Oreille,2006,7233,12464,0.5803112965340179,1.0294236848504499
Pend Oreille,2007,7386,12694,0.581849692768237,1.845314505776637
Pend Oreille,2008,7516,12844,0.5851759576455933,1.1816606270679062
Pend Oreille,2009,7615,12940,0.5884853168469861,0.747430706944877
Pend Oreille,2010,7936,13001,0.6104145834935775,0.47140649149922714
Pend Oreille,2011,7994,13063,0.6119574370359029,0.4768863933543574
Pend Oreille,2012,8050,13107,0.614175631342031,0.3368292122789558
Pend Oreille,2013,8083,13111,0.6165052246205477,0.030518043793392843
Pend Oreille,2014,8119,13141,0.6178373030971768,0.22881549843642743
Pend Oreille,2015,8171,13150,0.6213688212927757,0.06848793851305075
Pend Oreille,2016,8218,13180,0.6235204855842185,0.22813688212927757
Pend Oreille,2017,8254,13228,0.6239794375566979,0.3641881638846738
Pend Oreille,2018,8308,13267,0.6262154217230723,0.29482915028726947
Pend Oreille,2019,8368,13326,0.6279453699534744,0.4447124444109445
Pend Oreille,2020,7938,13401,0.5923438549361988,0.5628095452498875
Pend Oreille,2021,7999,13475,0.5936178107606679,0.5521975971942392
Pend Oreille,2022,8086,13625,0.5934678899082568,1.1131725417439702
Pend Oreille,2023,8171,13725,0.5953369763205829,0.7339449541284404
Pend Oreille,2024,8256,13850,0.596101083032491,0.9107468123861567
Pend Oreille,2025,8322,13950,0.5965591397849462,0.7220216606498195
Pierce,1990,228842,586203,0.3903801242914144,
Pierce,1991,233811,598065,0.3909458002056633,2.0235310975890606
Pierce,1992,239065,610619,0.39151254710384054,2.0991029403158517
Pierce,1993,244536,623697,0.39207499795573814,2.1417610654106736
Pierce,1994,250022,636802,0.3926212543302314,2.1011805411922775
Pierce,1995,255258,649284,0.3931376716506182,1.9601069092119685
Pierce,1996,257014,653212,0.3934618469960748,0.6049740945410637
Pierce,1997,261595,664070,0.3939268450615146,1.662247478613375
Pierce,1998,266474,675651,0.3943959233391203,1.7439426566476426
Pierce,1999,272030,688884,0.39488506047462274,1.958555526447826
Pierce,2000,277060,700818,0.3953380192860343,1.7323671329280401
Pierce,2001,281803,709288,0.3973040570262009,1.2085876789694328
Pierce,2002,287828,721124,0.3991380123252034,1.6687156697984458
Pierce,2003,293055,731969,0.4003653160174816,1.5039022415007681
Pierce,2004,299106,743701,0.4021858246795419,1.602800118584257
Pierce,2005,305071,756919,0.4030431261469193,1.7773271785300815
Pierce,2006,312487,774050,0.40370389509721594,2.263254060209877
Pierce,2007,319373,786911,0.4058565708193176,1.661520573606356
Pierce,2008,323884,794330,0.4077448919214936,0.9428003929288064
Pierce,2009,326768,796900,0.4100489396411093,0.32354311180491735
Pierce,2010,325375,795225,0.4091609292967399,-0.21018948425147446
Pierce,2011,327375,806190,0.406076731291631,1.3788550410261247
Pierce,2012,329157,814214,0.4042634982940603,0.9952988749550353
Pierce,2013,331860,823032,0.40321639984836555,1.0830076613764932
Pierce,2014,335161,834544,0.40160974136774097,1.3987305475364262
Pierce,2015,338304,845324,0.4002063114261514,1.2917233842673363
Pierce,2016,341404,862608,0.3957811659525532,2.044659799082955
Pierce,2017,345681,877920,0.39375,1.775082076679094
Pierce,2018,349424,891661,0.3918798736291034,1.5651767814835065
Pierce,2019,353085,905841,0.38978694936528596,1.5902904803507163
Pierce,2020,359489,920393,0.39058206657373534,1.6064629443798637
Pierce,2021,364139,928200,0.3923066149536738,0.8482246170929156
Pierce,2022,368395,937400,0.3929965863025389,0.9911656970480499
Pierce,2023,372022,946300,0.393133255838529,0.9494346063580116
Pierce,2024,376925,952600,0.3956802435439849,0.6657508189791821
Pierce,2025,381004,959900,0.396920512553391,0.7663237455385261
San Juan,1990,6075,10035,0.6053811659192825,
San Juan,1991,6619,10783,0.6138365946397106,7.453911310413552
San Juan,1992,7080,11379,0.6221987872396519,5.527218770286562
San Juan,1993,7599,12049,0.630674744792099,5.888039370770718
San Juan,1994,7931,12409,0.6391328874204206,2.9877998174122333
San Juan,1995,8256,12747,0.6476818074841139,2.7238294786042387
San Juan,1996,8422,12833,0.6562767864100366,0.6746685494626187
San Juan,1997,8612,12949,0.6650706618271681,0.9039195823268138
San Juan,1998,8790,13042,0.6739763839901856,0.7182021777743455
San Juan,1999,9229,13506,0.6833259292166445,3.557736543474927
San Juan,2000,9752,14077,0.6927612417418484,4.227750629349918
San Juan,2001,10050,14402,0.6978197472573253,2.3087305533849545
San Juan,2002,10302,14664,0.7025368248772504,1.8191917789195946
San Juan,2003,10493,14772,0.7103303547251557,0.7364975450081833
San Juan,2004,10692,14935,0.7159022430532307,1.1034389385323586
San Juan,2005,10915,15180,0.719038208168643,1.6404419149648477
San Juan,2006,11136,15379,0.7241042980687951,1.3109354413702239
San Juan,2007,11323,15483,0.7313182199832073,0.6762468300929839
San Juan,2008,11514,15634,0.7364717922476653,0.9752631918878769
San Juan,2009,11679,15738,0.742089210827297,0.6652168351029807
San Juan,2010,13313,15769,0.8442513792884774,0.19697547337654084
San Juan,2011,13408,15946,0.8408378276683808,1.1224554505675695
San Juan,2012,13482,16056,0.8396860986547086,0.6898281700739998
San Juan,2013,13576,16238,0.8360635546249539,1.1335326357747884
San Juan,2014,13683,16422,0.8332115454877603,1.13314447592068
San Juan,2015,13753,16571,0.8299438778589101,0.9073194495189381
San Juan,2016,13856,16775,0.8259910581222056,1.2310663206807073
San Juan,2017,13943,16932,0.8234703519962202,0.9359165424739196
San Juan,2018,14060,17209,0.8170143529548493,1.6359555870540987
San Juan,2019,14205,17488,0.8122712717291857,1.6212446975419836
San Juan,2020,13772,17788,0.7742298178547335,1.715462031107045
San Juan,2021,13859,17850,0.7764145658263305,0.3485495839892062
San Juan,2022,14070,18150,0.775206611570248,1.680672268907563
San Juan,2023,14254,18350,0.7767847411444142,1.1019283746556474
San Juan,2024,14343,18475,0.7763464140730717,0.6811989100817438
San Juan,2025,14403,18550,0.7764420485175202,0.40595399188092013
Skagit,1990,33575,79545,0.4220881262178641,
Skagit,1991,34896,82803,0.42143400601427483,4.095794833113333
Skagit,1992,35766,85023,0.4206626442256801,2.6810622803521613
Skagit,1993,36764,87550,0.4199200456881782,2.9721369511779163
Skagit,1994,37776,90120,0.4191744340878828,2.9354654483152482
Skagit,1995,38757,92627,0.4184201150852343,2.7818464269862404
Skagit,1996,39584,94781,0.41763644612316814,2.3254558606022
Skagit,1997,40414,96950,0.4168540484785972,2.288433335795149
Skagit,1998,41084,98750,0.41604050632911393,1.8566271273852502
Skagit,1999,41697,100421,0.4152219157347567,1.692151898734177
Skagit,2000,42681,102979,0.414463142970897,2.5472759681739876
Skagit,2001,43363,104246,0.41596799877213514,1.230347935015877
Skagit,2002,44239,105861,0.41789705368360397,1.5492201139612072
Skagit,2003,45186,106647,0.4236968691102422,0.742483067418596
Skagit,2004,45955,108494,0.4235718104226962,1.7318818157097717
Skagit,2005,46709,109977,0.42471607699791775,1.366895865209136
Skagit,2006,47703,112113,0.42549035348264697,1.942224283259227
Skagit,2007,48618,113890,0.4268855913600843,1.5850079830171344
Skagit,2008,49454,115422,0.42846251147961395,1.3451576082184564
Skagit,2009,49996,116612,0.4287380372517408,1.0309992895635147
Skagit,2010,51473,116901,0.44031274326139214,0.24783041196446334
Skagit,2011,51731,117617,0.4398258755111931,0.6124840677154173
Skagit,2012,51901,118331,0.43860864862124044,0.6070551025787089
Skagit,2013,52218,119219,0.43800065425813,0.7504373325671211
Skagit,2014,52501,120197,0.4367912676689102,0.8203390399181338
Skagit,2015,52710,121166,0.4350230262614925,0.806176526868391
Skagit,2016,53059,122465,0.4332584820152697,1.0720829275539343
Skagit,2017,53510,123727,0.4324844213469978,1.030498509778304
Skagit,2018,53974,125895,0.42872234798840303,1.75224486167126
Skagit,2019,54473,128037,0.4254473316307005,1.701417848206839
Skagit,2020,55744,129523,0.43037916045798813,1.1606020134804784
Skagit,2021,56101,130000,0.43154615384615386,0.3682743605382828
Skagit,2022,56628,131250,0.4314514285714286,0.9615384615384616
Skagit,2023,57047,132000,0.4321742424242424,0.5714285714285714
Skagit,2024,57797,133300,0.43358589647411855,0.9848484848484848
Skagit,2025,58362,134600,0.4335958395245171,0.9752438109527383
Skamania,1990,3922,8289,0.47315719628423214,
Skamania,1991,4028,8532,0.47210501640881386,2.9315960912052117
Skamania,1992,4063,8625,0.47107246376811596,1.090014064697609
Skamania,1993,4106,8736,0.4700091575091575,1.2869565217391303
Skamania,1994,4178,8908,0.4690166142792995,1.9688644688644688
Skamania,1995,4239,9057,0.4680357734349122,1.6726537943421642
Skamania,1996,4314,9236,0.46708531831961886,1.9763718670641492
Skamania,1997,4383,9402,0.46617740906190175,1.797314854915548
Skamania,1998,4447,9558,0.46526469972797657,1.6592214422463305
Skamania,1999,4525,9744,0.46438834154351394,1.94601381042059
Skamania,2000,4576,9872,0.46353322528363045,1.3136288998357963
Skamania,2001,4645,9941,0.46725681520973744,0.6989465153970826
Skamania,2002,4723,10045,0.4701841712294674,1.046172417261845
Skamania,2003,4809,10117,0.47533853909261636,0.7167745146839224
Skamania,2004,4934,10284,0.47977440684558537,1.650686962538302
Skamania,2005,5062,10515,0.4814075130765573,2.2462077012835473
Skamania,2006,5239,10777,0.48612786489746684,2.4916785544460294
Skamania,2007,5326,10892,0.48898273962541317,1.0670873155794747
Skamania,2008,5409,10941,0.4943789415958322,0.4498714652956298
Skamania,2009,5460,10995,0.4965893587994543,0.4935563476830271
Skamania,2010,5628,11066,0.5085848545093078,0.6457480673033197
Skamania,2011,5663,11095,0.510410094637224,0.2620639797578167
Skamania,2012,5719,11152,0.5128228120516499,0.5137449301487156
Skamania,2013,5746,11166,0.5145978864409816,0.1255380200860832
Skamania,2014,5788,11191,0.5172013224912877,0.22389396381873547
Skamania,2015,5824,11209,0.5195824783655991,0.16084353498346887
Skamania,2016,5880,11256,0.5223880597014925,0.4193059148898207
Skamania,2017,5939,11331,0.5241373223899038,0.6663113006396588
Skamania,2018,6000,11412,0.5257623554153522,0.7148530579825259
Skamania,2019,6076,11517,0.5275679430407224,0.9200841219768665
Skamania,2020,5794,11604,0.4993105825577387,0.7554050533993227
Skamania,2021,5886,11750,0.5009361702127659,1.2581868321268528
Skamania,2022,6014,11900,0.5053781512605042,1.276595744680851
Skamania,2023,6111,12000,0.50925,0.8403361344537815
Skamania,2024,6153,12075,0.5095652173913043,0.625
Skamania,2025,6204,12150,0.5106172839506172,0.6211180124223602
Snohomish,1990,183938,465628,0.39503208569931364,
Snohomish,1991,192568,488075,0.3945459201966911,4.820801154569743
Snohomish,1992,195571,496461,0.3939302382261648,1.7181785586231624
Snohomish,1993,199560,507336,0.39334878660296135,2.190504390072936
Snohomish,1994,204238,519960,0.39279559966151245,2.4882917829604048
Snohomish,1995,208557,531704,0.3922426763763297,2.258635279636895
Snohomish,1996,212586,542738,0.39169175550634006,2.0752147811564328
Snohomish,1997,216930,554585,0.3911573518937584,2.182821177068862
Snohomish,1998,223036,570896,0.3906771110675149,2.941118133379013
Snohomish,1999,229946,589266,0.39022444872095113,3.2177489420139573
Snohomish,2000,236205,606024,0.38976179161221336,2.8438769587928032
Snohomish,2001,241467,617864,0.3908093043129232,1.953718004567476
Snohomish,2002,246812,629287,0.3922089602995136,1.848788730206
Snohomish,2003,251964,639942,0.3937294317297505,1.6931860979171667
Snohomish,2004,256654,648778,0.3955960282253714,1.3807501304805747
Snohomish,2005,261762,661346,0.3958018949233835,1.9371803606164206
Snohomish,2006,267697,676126,0.3959276821184217,2.2348362279351504
Snohomish,2007,273241,689314,0.3963955468770401,1.9505240147546465
Snohomish,2008,277565,699330,0.39690131983469895,1.4530388183034146
Snohomish,2009,280718,705894,0.397677271658351,0.9386126721290378
Snohomish,2010,286659,713335,0.40185747229562546,1.054124273616152
Snohomish,2011,288520,718874,0.4013498888539577,0.7764935128656242
Snohomish,2012,290714,725545,0.4006836240343466,0.9279790338779814
Snohomish,2013,293600,735288,0.39929932217036046,1.3428526142417079
Snohomish,2014,297426,746184,0.3985960567366762,1.4818683291444985
Snohomish,2015,300707,760430,0.39544336756834947,1.9091805774447055
Snohomish,2016,304394,773899,0.3933252271937294,1.7712346961587522
Snohomish,2017,307950,787096,0.39124833565410067,1.7052612808648158
Snohomish,2018,312718,801223,0.3903008276097915,1.7948255358939698
Snohomish,2019,316948,814419,0.38917068486859957,1.6469821759984424
Snohomish,2020,321523,827957,0.3883329689826887,1.662289312994908
Snohomish,2021,326723,837800,0.38997732155645737,1.1888298546905214
Snohomish,2022,331191,847300,0.39087808332349816,1.13392217713058
Snohomish,2023,336688,859800,0.3915887415678065,1.4752744010385932
Snohomish,2024,341276,867100,0.3935832083958021,0.8490346592230752
Snohomish,2025,345122,873800,0.3949668116273747,0.7726905777880291
Spokane,1990,150080,361333,0.4153509366706058,
Spokane,1991,152069,365887,0.41561739006851844,1.2603332659900979
Spokane,1992,154366,371147,0.4159160656020391,1.4376023198419183
Spokane,1993,156933,377020,0.416245822502785,1.5823918824616663
Spokane,1994,159998,384035,0.4166234848386215,1.8606439976659062
Spokane,1995,163187,391318,0.41701889511854806,1.8964417305714323
Spokane,1996,165912,397508,0.4173802791390362,1.5818337004686724
Spokane,1997,168755,403954,0.41775796254028924,1.6216025840989363
Spokane,1998,170887,408740,0.4180823995694084,1.1847883669922814
Spokane,1999,173085,413665,0.4184182853274993,1.2049224445858002
Spokane,2000,175005,417939,0.4187333558246538,1.0332031958227068
Spokane,2001,176623,423127,0.4174231377340609,1.2413294763111362
Spokane,2002,178813,428755,0.4170516961901319,1.3300971103238508
Spokane,2003,181040,428889,0.42211388028137814,0.031253279845133
Spokane,2004,183390,431905,0.42460726317129927,0.7032122530538204
Spokane,2005,186451,438249,0.42544535184335847,1.4688415276507565
Spokane,2006,190393,446751,0.4261725211583186,1.9399930176680382
Spokane,2007,193512,454034,0.42620596695401664,1.6302145938117654
Spokane,2008,196219,460303,0.42628225321147156,1.3807336014483498
Spokane,2009,198672,466426,0.4259453804033223,1.330210752482604
Spokane,2010,201434,471221,0.4274724598436827,1.0280301698447343
Spokane,2011,202492,474439,0.4268030242033222,0.682906746515966
Spokane,2012,203900,478381,0.42622930258517794,0.8308760451817832
Spokane,2013,205475,484161,0.42439395159874505,1.208241966131598
Spokane,2014,207367,489986,0.42321005089941344,1.2031121878879134
Spokane,2015,209317,495986,0.4220219925562415,1.22452478234072
Spokane,2016,211367,502706,0.42045847871320413,1.354876952172037
Spokane,2017,214328,511653,0.41889327337081966,1.7797678961460575
Spokane,2018,217805,522337,0.4169817569883045,2.0881339501576264
Spokane,2019,220737,531191,0.41555109179184135,1.6950742528291123
Spokane,2020,224019,539339,0.4153584294849807,1.5339115308806062
Spokane,2021,226818,542100,0.41840619811842833,0.5119229278802386
Spokane,2022,230091,550700,0.41781550753586344,1.5864231691569821
Spokane,2023,232843,554600,0.41983952398124774,0.7081895769021246
Spokane,2024,235498,559400,0.4209831962817304,0.865488640461594
Spokane,2025,239359,566000,0.42289575971731447,1.1798355380765104
Stevens,1990,14601,30948,0.4717913920124079,
Stevens,1991,14801,31617,0.4681342315842743,2.1616905777433115
Stevens,1992,15024,32339,0.46457837286248804,2.283581617484265
Stevens,1993,15333,33250,0.46114285714285713,2.8170320665450386
Stevens,1994,15679,34250,0.4577810218978102,3.007518796992481
Stevens,1995,16147,35523,0.45455057286828254,3.716788321167883
Stevens,1996,16476,36504,0.45134779750164367,2.761591081834305
Stevens,1997,16766,37405,0.44822884641090766,2.4682226605303526
Stevens,1998,17029,38253,0.4451676992654171,2.26707659403823
Stevens,1999,17299,39122,0.4421808700986657,2.271717250934567
Stevens,2000,17599,40066,0.43925023710877054,2.4129645723633764
Stevens,2001,17829,40331,0.442066896432025,0.6614086756851195
Stevens,2002,18040,40611,0.4442146216542316,0.6942550395477425
Stevens,2003,18308,40960,0.44697265625,0.8593730762601266
Stevens,2004,18591,41333,0.4497858853700433,0.9106445312499999
Stevens,2005,18862,41792,0.45133039816232773,1.1104928265550529
Stevens,2006,19234,42355,0.454114036123244,1.347147779479326
Stevens,2007,19521,42759,0.4565354662176384,0.9538425215440917
Stevens,2008,19876,43283,0.4592103135180094,1.2254729998362917
Stevens,2009,20096,43510,0.4618708342909676,0.5244553288820091
Stevens,2010,21156,43531,0.48599848383910316,0.048264766720294186
Stevens,2011,21242,43781,0.48518763847331037,0.5743033700121752
Stevens,2012,21302,43976,0.4844005821357104,0.44539868892898743
Stevens,2013,21348,44135,0.48369774555341566,0.36156085137347643
Stevens,2014,21486,44485,0.48299426773069576,0.7930214115781126
Stevens,2015,21564,44729,0.4821033334078562,0.548499494211532
Stevens,2016,21604,44908,0.4810724147145275,0.40018779762570145
Stevens,2017,21695,45161,0.4803923739509754,0.5633740090852409
Stevens,2018,21855,45592,0.4793604141077382,0.9543632780496447
Stevens,2019,22070,46111,0.47862765934375745,1.1383576065976488
Stevens,2020,22242,46445,0.47888900850468297,0.7243390947929995
Stevens,2021,22425,46725,0.4799357945425361,0.6028636021100227
Stevens,2022,22539,47050,0.47904357066950054,0.6955591225254146
Stevens,2023,22758,47350,0.4806335797254488,0.6376195536663124
Stevens,2024,22910,47650,0.480797481636936,0.6335797254487857
Stevens,2025,23007,47800,0.48131799163179917,0.3147953830010493
Thurston,1990,66464,161238,0.41221052109304257,
Thurston,1991,69217,167663,0.4128340778824189,3.984792666741091
Thurston,1992,71279,172425,0.4133913295635784,2.8402211579179664
Thurston,1993,73293,177058,0.413949101424392,2.686965347252429
Thurston,1994,75323,181715,0.4145117354098451,2.630211569090355
Thurston,1995,77379,186419,0.4150810807911211,2.588669069697053
Thurston,1996,79139,190409,0.4156263621992658,2.1403397722335167
Thurston,1997,80922,194440,0.4161797983953919,2.117021779432695
Thurston,1998,82695,198435,0.41673595887822207,2.054618391277515
Thurston,1999,84786,203167,0.417321710710893,2.3846599642200217
Thurston,2000,86652,207355,0.41789202093028865,2.061358389895997
Thurston,2001,87723,210102,0.4175257731958763,1.3247811723855225
Thurston,2002,89440,214139,0.417672633196195,1.9214476777945948
Thurston,2003,91209,218264,0.4178838470842649,1.9263188863308411
Thurston,2004,93238,223065,0.4179857888956134,2.1996298061063664
Thurston,2005,95910,229286,0.41829854417626894,2.7888731983950867
Thurston,2006,98376,234083,0.4202611894071761,2.0921469256736125
Thurston,2007,101293,239570,0.42281170430354387,2.344040361752028
Thurston,2008,104237,244853,0.4257125703993825,2.205200985098301
Thurston,2009,105694,249336,0.42390188340231655,1.8308944550403712
Thurston,2010,108182,252264,0.42884438524720137,1.1743189912407355
Thurston,2011,109218,254999,0.4283075619904392,1.0841816509688262
Thurston,2012,110365,258517,0.4269158314540243,1.3796132533853074
Thurston,2013,111808,262682,0.42564012760676406,1.6111126154179416
Thurston,2014,113266,267616,0.4232407628841325,1.878316748007096
Thurston,2015,114386,271409,0.42145249420616115,1.4173293076647138
Thurston,2016,115753,276016,0.41937061619616256,1.6974381837006143
Thurston,2017,117071,280399,0.4175157543357858,1.5879514231059069
Thurston,2018,118694,285842,0.41524338620636575,1.9411624149872144
Thurston,2019,119937,289597,0.4141513896898103,1.3136627927316489
Thurston,2020,121438,294793,0.41194329580417444,1.7942174815346843
Thurston,2021,123440,297800,0.4145063801208865,1.0200377892283738
Thurston,2022,124606,300500,0.4146622296173045,0.9066487575554063
Thurston,2023,126074,303400,0.4155372445616348,0.9650582362728786
Thurston,2024,127827,307000,0.41637459283387623,1.186552406064601
Thurston,2025,128917,309100,0.41707214493691364,0.6840390879478827
Wahkiakum,1990,1496,3327,0.4496543432521791,
Wahkiakum,1991,1511,3347,0.4514490588586794,0.6011421701232341
Wahkiakum,1992,1522,3358,0.4532459797498511,0.32865252464893935
Wahkiakum,1993,1557,3420,0.45526315789473687,1.846337105419893
Wahkiakum,1994,1592,3482,0.45720850086157383,1.8128654970760234
Wahkiakum,1995,1628,3546,0.45910885504794136,1.8380241240666284
Wahkiakum,1996,1667,3615,0.46113416320885203,1.94585448392555
Wahkiakum,1997,1693,3656,0.46307439824945296,1.1341632088520055
Wahkiakum,1998,1717,3693,0.46493365827240724,1.012035010940919
Wahkiakum,1999,1755,3758,0.46700372538584356,1.7600866504197128
Wahkiakum,2000,1792,3824,0.4686192468619247,1.7562533262373603
Wahkiakum,2001,1818,3831,0.4745497259201253,0.18305439330543932
Wahkiakum,2002,1836,3825,0.48,-0.15661707126076743
Wahkiakum,2003,1864,3833,0.48630315679624314,0.20915032679738566
Wahkiakum,2004,1895,3826,0.4952953476215369,-0.1826245760500913
Wahkiakum,2005,1925,3867,0.49780191362813553,1.0716152639832723
Wahkiakum,2006,1969,3912,0.503323108384458,1.1636927851047323
Wahkiakum,2007,2027,3963,0.51148120111027,1.303680981595092
Wahkiakum,2008,2081,4005,0.5196004993757802,1.0598031794095382
Wahkiakum,2009,2106,4003,0.5261054209342992,-0.049937578027465665
Wahkiakum,2010,2067,3978,0.5196078431372549,-0.6245316012990257
Wahkiakum,2011,2080,4018,0.5176704828272772,1.0055304172951232
Wahkiakum,2012,2092,4050,0.5165432098765432,0.7964161274265804
Wahkiakum,2013,2099,4053,0.5178879842092278,0.07407407407407407
Wahkiakum,2014,2115,4099,0.5159795071968772,1.1349617567234147
Wahkiakum,2015,2127,4128,0.5152616279069767,0.7074896316174677
Wahkiakum,2016,2146,4179,0.5135199808566643,1.2354651162790697
Wahkiakum,2017,2165,4227,0.5121835817364561,1.148600143575018
Wahkiakum,2018,2191,4293,0.5103657116235732,1.5613910574875798
Wahkiakum,2019,2207,4373,0.5046878573061971,1.863498718844631
Wahkiakum,2020,2189,4422,0.49502487562189057,1.1205122341641893
Wahkiakum,2021,2218,4475,0.4956424581005587,1.1985526910900044
Wahkiakum,2022,2240,4525,0.4950276243093923,1.1173184357541899
Wahkiakum,2023,2280,4550,0.5010989010989011,0.5524861878453038
Wahkiakum,2024,2286,4550,0.5024175824175824,0.0
Wahkiakum,2025,2299,4550,0.5052747252747253,0.0
Walla Walla,1990,19029,48439,0.39284460868308596,
Walla Walla,1991,19117,48817,0.3916053833705471,0.7803629306963397
Walla Walla,1992,19276,49361,0.39051072709223883,1.1143658971260013
Walla Walla,1993,19482,50015,0.38952314305708285,1.3249326391280565
Walla Walla,1994,19726,50761,0.388605425425031,1.4915525342397282
Walla Walla,1995,19950,51461,0.38767221779600086,1.3790114457950002
Walla Walla,1996,20173,52162,0.38673747172271,1.3621966149122637
Walla Walla,1997,20466,53029,0.3859397688057478,1.6621295195736359
Walla Walla,1998,20786,53962,0.38519699047477857,1.7594146599030718
Walla Walla,1999,20935,54496,0.38415663534938344,0.9895852637040881
Walla Walla,2000,21147,55180,0.38323667995650595,1.2551379917792131
Walla Walla,2001,21267,55102,0.3859569525607056,-0.14135556361000362
Walla Walla,2002,21434,55242,0.38800188262553853,0.25407426227723134
Walla Walla,2003,21664,55560,0.38992080633549314,0.575648962745737
Walla Walla,2004,21999,56167,0.39167126604589886,1.0925125989920805
Walla Walla,2005,22541,57005,0.39542145425839836,1.4919792760873825
Walla Walla,2006,22799,57224,0.3984167482175311,0.3841768265941584
Walla Walla,2007,23032,57754,0.3987948886657201,0.9261848175590661
Walla Walla,2008,23256,58063,0.40053045829529993,0.5350278768570143
Walla Walla,2009,23442,58561,0.4003005413158928,0.8576890618810602
Walla Walla,2010,23451,58781,0.3989554447865807,0.37567664486603713
Walla Walla,2011,23537,58871,0.3998063562704897,0.1531106990354026
Walla Walla,2012,23854,59309,0.40219865450437536,0.7439995923289905
Walla Walla,2013,24000,59640,0.4024144869215292,0.5580940498069433
Walla Walla,2014,24229,60459,0.400750922112506,1.3732394366197185
Walla Walla,2015,24386,61036,0.3995347008322957,0.9543657685373559
Walla Walla,2016,24557,61045,0.40227700876402656,0.014745396159643489
Walla Walla,2017,24705,61428,0.4021781597968353,0.6274060119583914
Walla Walla,2018,24848,61663,0.40296450059192707,0.3825616982483558
Walla Walla,2019,25040,62117,0.4031102596712655,0.7362599938374714
Walla Walla,2020,24971,62584,0.3989997443436022,0.7518070737479273
Walla Walla,2021,25079,62100,0.4038486312399356,-0.7733606033490988
Walla Walla,2022,25379,62625,0.40525349301397207,0.8454106280193237
Walla Walla,2023,25712,63100,0.40748019017432646,0.7584830339321358
Walla Walla,2024,25843,63375,0.4077790927021696,0.4358161648177496
Walla Walla,2025,26008,63800,0.4076489028213166,0.6706114398422091
Whatcom,1990,55742,127780,0.4362341524495226,
Whatcom,1991,57993,132669,0.4371254776926034,3.8261073720457035
Whatcom,1992,60353,137791,0.43800393349347927,3.8607361177064723
Whatcom,1993,61970,141270,0.43866355206342467,2.524838342126844
Whatcom,1994,64183,146056,0.43944103631483816,3.387838890068663
Whatcom,1995,65990,149942,0.4401035066892532,2.6606233225612095
Whatcom,1996,67933,154122,0.44077419187397,2.7877445945765698
Whatcom,1997,69318,157071,0.4413163473843039,1.913419239303928
Whatcom,1998,71000,160667,0.4419077968717907,2.289410521356584
Whatcom,1999,72461,163774,0.4424450767521096,1.9338134153248647
Whatcom,2000,73897,166826,0.4429585316437486,1.8635436638294236
Whatcom,2001,75621,170980,0.442279798806878,2.4900195413184996
Whatcom,2002,77078,174238,0.442371928052434,1.9054860217569307
Whatcom,2003,78706,175984,0.4472338394399491,1.0020776179708215
